nquest,cliente,loja,a2,a3,c1a,c1b,c1c,c1d,c1e,c1f,c1g,c1h,c1i,c1j,c1k,c1l,c1m,c1n,c1o,c1p,c1q,c1r,c1s,c1t,c1u,c1v,c1w,c1x,c1_glo,c2a,c2b,c2c,c2d,c2e,c2f,c2_glo
467.0,Retalho não-alimentar,Setúbal,Só artigos não-alimentares,Todas as semanas,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0
468.0,Restaurante,Setúbal,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0
469.0,Restaurante,Setúbal,Só artigos alimentares,Todas as semanas,6.0,3.0,7.0,6.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,7.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0
470.0,Restaurante,Setúbal,Só artigos alimentares,Todos os meses,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
471.0,Bar/noite,Setúbal,Só artigos alimentares,Todos os meses,2.0,6.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0
472.0,Bar/noite,Setúbal,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,,7.0,6.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
473.0,Bar/noite,Setúbal,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,5.0,5.0,5.0
474.0,Hotel,Setúbal,Só artigos alimentares,Todos os meses,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0
475.0,Retalho não-alimentar,Setúbal,Só artigos não-alimentares,Todos os meses,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,5.0,7.0,6.0,,6.0,6.0,6.0,6.0,6.0
476.0,Retalho não-alimentar,Setúbal,Só artigos não-alimentares,Todos os meses,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,5.0,6.0,6.0,,5.0,6.0,6.0,4.0,5.0,6.0,,,6.0,6.0,6.0,6.0
477.0,Bar/noite,Setúbal,Só artigos alimentares,Todos os meses,6.0,7.0,7.0,1.0,3.0,3.0,6.0,6.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0
478.0,Hotel,Setúbal,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,,1.0,2.0,5.0,2.0,,5.0,5.0,7.0,5.0,3.0,2.0,,4.0,5.0,6.0,2.0,4.0
479.0,Hotel,Setúbal,Só artigos alimentares,Todas as semanas,5.0,7.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,2.0,2.0,4.0,5.0,5.0,7.0,5.0,5.0,3.0,5.0,5.0
480.0,Hotel,Setúbal,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
481.0,Hotel,Setúbal,Só artigos não-alimentares,Todos os meses,5.0,7.0,5.0,6.0,6.0,6.0,2.0,4.0,4.0,4.0,5.0,5.0,,,5.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,2.0,4.0,4.0,5.0,5.0
482.0,Hotel,Setúbal,Ambos,Todas as semanas,6.0,6.0,6.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,6.0,5.0,5.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0
483.0,Hotel,Setúbal,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
484.0,Bar/noite,Setúbal,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,4.0,,6.0,6.0,6.0,6.0
485.0,Hotel,Setúbal,Só artigos não-alimentares,Todos os meses,5.0,7.0,7.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0
486.0,Hotel,Setúbal,Só artigos alimentares,Todas as semanas,6.0,6.0,7.0,6.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,5.0,4.0,4.0
487.0,Bar/noite,Setúbal,Só artigos alimentares,Todas as semanas,5.0,6.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,,4.0,,5.0,5.0,,4.0,5.0,4.0,5.0,7.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0
488.0,Bar/noite,Setúbal,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,6.0,6.0,4.0,5.0,7.0,4.0,5.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0
489.0,Hotel,Setúbal,Ambos,Todas as semanas,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,3.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0
490.0,Hotel,Setúbal,Só artigos alimentares,Todas as semanas,4.0,6.0,7.0,6.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
491.0,Hotel,Setúbal,Ambos,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
492.0,Hotel,Setúbal,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
493.0,Restaurante,Setúbal,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,3.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
494.0,Restaurante,Setúbal,Só artigos alimentares,Todos os dias,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,6.0,3.0,2.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0
495.0,Retalho não-alimentar,Setúbal,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
496.0,Retalho não-alimentar,Setúbal,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,7.0,7.0,7.0
497.0,Restaurante,Setúbal,Ambos,Todos os meses,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,,,6.0,6.0,6.0,6.0
601.0,Cafe/snack,Braga,Ambos,Todas as semanas,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,,,5.0,4.0,6.0,6.0
602.0,Cafe/snack,Braga,Ambos,Todas as semanas,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,,6.0,7.0,7.0,4.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0
603.0,Cafe/snack,Braga,Ambos,Todos os meses,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0
604.0,Cafe/snack,Braga,Ambos,Todas as semanas,4.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,5.0,5.0,,5.0,5.0,7.0,1.0,4.0,7.0,1.0,,7.0,7.0,7.0,7.0
605.0,Bar/noite,Braga,Ambos,Todas as semanas,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,,7.0,7.0,7.0,5.0,5.0,2.0,,1.0,6.0,7.0,1.0,3.0,2.0,,,6.0,2.0,2.0,4.0
606.0,Hotel,Braga,Ambos,Todos os meses,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,,6.0,6.0,7.0,6.0,6.0,7.0,,6.0,7.0,7.0,6.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0
607.0,Hotel,Braga,Ambos,Raramente,3.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,,6.0,7.0,7.0,3.0,6.0,6.0,,,6.0,6.0,6.0,6.0
608.0,Retalho não-alimentar,Braga,Só artigos alimentares,Todas as semanas,5.0,7.0,7.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
609.0,Retalho não-alimentar,Braga,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
610.0,Retalho não-alimentar,Braga,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,5.0,7.0,,7.0,6.0,1.0,5.0,7.0,7.0,,7.0,6.0,7.0,7.0,7.0
611.0,Retalho não-alimentar,Braga,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
612.0,Retalho alimentar,Braga,Ambos,Todos os meses,7.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
613.0,Retalho alimentar,Braga,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,,5.0,5.0,5.0,5.0,5.0
614.0,Retalho alimentar,Braga,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,5.0,5.0,5.0,5.0,5.0
615.0,Retalho alimentar,Braga,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,6.0,,6.0,,,5.0,5.0,5.0,6.0,,5.0,6.0,6.0,6.0,5.0,6.0,,,6.0,6.0,6.0,6.0
616.0,Retalho alimentar,Braga,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
617.0,Retalho alimentar,Braga,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,,4.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
618.0,Retalho alimentar,Braga,Ambos,Todas as semanas,3.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,7.0,3.0,3.0,4.0,6.0,,4.0,6.0,4.0,5.0,5.0,7.0,,,5.0,5.0,4.0,5.0
619.0,Retalho alimentar,Braga,Ambos,Todas as semanas,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,6.0,7.0,,7.0,5.0,7.0,5.0,7.0,7.0,1.0,,7.0,6.0,7.0,7.0
620.0,Retalho alimentar,Braga,Ambos,Todas as semanas,5.0,7.0,7.0,7.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,,6.0,6.0,7.0,4.0,6.0,4.0,,,5.0,3.0,6.0,6.0
621.0,Retalho alimentar,Braga,Ambos,Todas as semanas,7.0,7.0,1.0,6.0,6.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,6.0,7.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
622.0,Retalho alimentar,Braga,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0
623.0,Retalho alimentar,Braga,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,,7.0,4.0,4.0,7.0,,5.0,7.0,5.0,6.0,7.0,7.0,,,7.0,7.0,7.0,7.0
624.0,Retalho alimentar,Braga,Só artigos alimentares,Todos os dias,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,,4.0,,,6.0,,1.0,6.0,6.0,6.0,,4.0,7.0,7.0,1.0,4.0,6.0,6.0,,6.0,6.0,6.0,6.0
625.0,Cafe/snack,Braga,Ambos,Todas as semanas,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
626.0,Cafe/snack,Braga,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,,5.0,7.0,7.0,7.0,6.0,7.0,,,7.0,7.0,7.0,7.0
627.0,Cafe/snack,Braga,Ambos,Todos os meses,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,4.0,6.0,,5.0,7.0,1.0,7.0,5.0,6.0,5.0,,7.0,7.0,7.0,6.0
628.0,Retalho alimentar,Braga,Ambos,Todas as semanas,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0
629.0,Outros,Braga,Só artigos não-alimentares,Todos os meses,1.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,,5.0,,,,,4.0,5.0,3.0,3.0,3.0,,5.0,5.0,1.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
630.0,Outros,Braga,Só artigos não-alimentares,Todas as semanas,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,7.0,7.0,5.0,,7.0,7.0,,6.0,7.0,7.0,7.0,7.0
631.0,Outros,Braga,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
632.0,Outros,Braga,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
633.0,Outros,Braga,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
634.0,Outros,Braga,Só artigos não-alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,,,,,,,
635.0,Outros,Braga,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0
636.0,Outros,Braga,Só artigos não-alimentares,Todos os meses,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,,6.0,,,,,,5.0,,4.0,4.0,,,,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
637.0,Outros,Braga,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,,7.0,6.0,7.0,,,5.0,6.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,5.0,7.0,7.0,7.0
638.0,Outros,Braga,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,,,7.0,7.0,7.0,7.0
639.0,Outros,Braga,Ambos,Todas as semanas,3.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0
640.0,Outros,Braga,Ambos,Todos os meses,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,,7.0,2.0,7.0,3.0,5.0,7.0,,,6.0,6.0,6.0,6.0
641.0,Outros,Braga,Só artigos não-alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,6.0,7.0,,,7.0,7.0,7.0,7.0
642.0,Outros,Braga,Só artigos alimentares,Raramente,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,,7.0,7.0,7.0,7.0,,7.0,7.0,6.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
643.0,Restaurante,Braga,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,7.0,7.0,7.0,5.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
644.0,Restaurante,Braga,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
645.0,Restaurante,Braga,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,,6.0,5.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
646.0,Restaurante,Braga,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
647.0,Restaurante,Braga,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,4.0,,3.0,2.0,5.0,6.0,,3.0,,,4.0,2.0,2.0,1.0,1.0,5.0,,4.0,2.0,1.0,3.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0
648.0,Cafe/snack,Braga,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0
649.0,Cafe/snack,Braga,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,,6.0,6.0,6.0,5.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
650.0,Cafe/snack,Braga,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
651.0,Retalho não-alimentar,Braga,Ambos,Todos os meses,7.0,7.0,7.0,7.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,1.0,6.0,6.0,,,6.0,6.0,6.0,6.0
652.0,Restaurante,Braga,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
653.0,Restaurante,Braga,Ambos,Todos os meses,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,4.0,4.0,5.0,4.0,,,5.0,5.0,5.0,5.0
654.0,Restaurante,Braga,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
655.0,Retalho alimentar,Braga,Só artigos alimentares,Todos os meses,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
656.0,Cafe/snack,Braga,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
657.0,Retalho alimentar,Braga,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
658.0,Retalho alimentar,Braga,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,,5.0,5.0,5.0,3.0,3.0,5.0,,5.0,5.0,5.0,5.0,5.0
659.0,Restaurante,Braga,Ambos,Todos os meses,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
